institution_country_code,year,institution_id,institution_display_name,institution_ror,institution_type,nb,id_paysage_init,id_paysage__init,id_paysage_corr,id_paysage_RGP,id_paysage,id_paysage_actuel,uo_lib
FR,2021,https://openalex.org/I48430043,Institut National des Sciences Appliquées de Lyon,050jn9y42,education,539,8k41p,,,iq0rG,8k41p,8k41p,Institut national des sciences appliquées de Lyon
FR,2019,https://openalex.org/I68947357,University of Strasbourg,00pg6eq24,education,537,4k25D,,,LorStr,4k25D,4k25D,Université de Strasbourg
FR,2022,https://openalex.org/I4210117005,Laboratoire des Sciences du Numérique de Nantes,02snf8m58,facility,536,rX21R,,,,rX21R,rX21R,Laboratoire des Sciences du Numérique de Nantes
FR,2022,https://openalex.org/I4210118524,Université Bourgogne Franche-Comté,02dn7x778,education,533,8A0mg,,,8A0mg,8A0mg,8A0mg,Université Bourgogne - Franche-Comté
FR,2018,https://openalex.org/I4210117005,Laboratoire des Sciences du Numérique de Nantes,02snf8m58,facility,526,rX21R,,,,rX21R,rX21R,Laboratoire des Sciences du Numérique de Nantes
FR,2022,https://openalex.org/I2802519937,Institut de Recherche en Informatique et Systèmes Aléatoires,00myn0z94,education,526,hNsRC,,,,hNsRC,hNsRC,Institut de Recherche en Informatique et Systèmes Aléatoires
FR,2019,https://openalex.org/I2802519937,Institut de Recherche en Informatique et Systèmes Aléatoires,00myn0z94,education,522,hNsRC,,,,hNsRC,hNsRC,Institut de Recherche en Informatique et Systèmes Aléatoires
FR,2023,https://openalex.org/I97188460,Nantes Université,03gnr7b55,education,514,qUCQp,,,qUCQp,qUCQp,qUCQp,Nantes Université
FR,2020,https://openalex.org/I2802519937,Institut de Recherche en Informatique et Systèmes Aléatoires,00myn0z94,education,513,hNsRC,,,,hNsRC,hNsRC,Institut de Recherche en Informatique et Systèmes Aléatoires
FR,2023,https://openalex.org/I2802519937,Institut de Recherche en Informatique et Systèmes Aléatoires,00myn0z94,education,512,hNsRC,,,,hNsRC,hNsRC,Institut de Recherche en Informatique et Systèmes Aléatoires
FR,2021,https://openalex.org/I4210117005,Laboratoire des Sciences du Numérique de Nantes,02snf8m58,facility,509,rX21R,,,,rX21R,rX21R,Laboratoire des Sciences du Numérique de Nantes
FR,2019,https://openalex.org/I201841394,Université Côte d'Azur,019tgvf94,education,507,s3t8T,s3t8T,7CYWd,s3t8T,7CYWd,s3t8T,Université Côte d'Azur
FR,2023,https://openalex.org/I7454413,École Centrale de Lille,01x441g73,education,506,54VTe,,,,54VTe,54VTe,Centrale Lille Institut
FR,2018,https://openalex.org/I68947357,University of Strasbourg,00pg6eq24,education,502,4k25D,,,LorStr,4k25D,4k25D,Université de Strasbourg
FR,2021,https://openalex.org/I2802519937,Institut de Recherche en Informatique et Systèmes Aléatoires,00myn0z94,education,502,hNsRC,,,,hNsRC,hNsRC,Institut de Recherche en Informatique et Systèmes Aléatoires
FR,2020,https://openalex.org/I97188460,Nantes Université,03gnr7b55,education,502,qUCQp,qUCQp,7hB8r,,7hB8r,qUCQp,Nantes Université
FR,2021,https://openalex.org/I161929037,Université de Bretagne Occidentale,01b8h3982,education,496,06SE7,,,A89E8,06SE7,06SE7,Université de Bretagne Occidentale
FR,2020,https://openalex.org/I4210128565,CEA Saclay,03n15ch10,government,492,hg15O,,,,hg15O,hg15O,CEA Saclay
FR,2019,https://openalex.org/I2802759292,Franche-Comté Électronique Mécanique Thermique et Optique - Sciences et Technologies,004fmxv66,facility,491,LWY92,,,,LWY92,LWY92,Franche-Comté Électronique Mécanique Thermique et Optique - Sciences et Technologies
FR,2023,https://openalex.org/I161929037,Université de Bretagne Occidentale,01b8h3982,education,487,06SE7,,,A89E8,06SE7,06SE7,Université de Bretagne Occidentale
FR,2022,https://openalex.org/I97188460,Nantes Université,03gnr7b55,education,487,qUCQp,,,qUCQp,qUCQp,qUCQp,Nantes Université
FR,2018,https://openalex.org/I2802759292,Franche-Comté Électronique Mécanique Thermique et Optique - Sciences et Technologies,004fmxv66,facility,487,LWY92,,,,LWY92,LWY92,Franche-Comté Électronique Mécanique Thermique et Optique - Sciences et Technologies
FR,2018,https://openalex.org/I4210091437,Sorbonne Paris Cité,001z21q04,other,486,uCPtX,,,,uCPtX,,Sorbonne Paris Cité
FR,2022,https://openalex.org/I4210128565,CEA Saclay,03n15ch10,government,481,hg15O,,,,hg15O,hg15O,CEA Saclay
FR,2019,https://openalex.org/I4210105918,Normandie Université,01k40cz91,education,481,G1r6y,,,G1r6y,G1r6y,G1r6y,Normandie Université
FR,2022,https://openalex.org/I7454413,École Centrale de Lille,01x441g73,education,476,54VTe,,,,54VTe,54VTe,Centrale Lille Institut
FR,2019,https://openalex.org/I190752583,ParisTech,05c2qg481,education,474,Flp7H,,,,Flp7H,,ParisTech
FR,2019,https://openalex.org/I4210124956,Grenoble Images Parole Signal Automatique,02wrme198,facility,473,916dA,,,,916dA,916dA,Grenoble Images Parole Signal Automatique
FR,2022,https://openalex.org/I29607241,École Normale Supérieure - PSL,05a0dhs15,other,471,8618D,,,PpsCQ,8618D,8618D,École normale supérieure PSL
FR,2020,https://openalex.org/I2802759292,Franche-Comté Électronique Mécanique Thermique et Optique - Sciences et Technologies,004fmxv66,facility,461,LWY92,,,,LWY92,LWY92,Franche-Comté Électronique Mécanique Thermique et Optique - Sciences et Technologies
FR,2021,https://openalex.org/I4210097159,Assistance Publique – Hôpitaux de Paris,00pg5jh14,healthcare,455,Py0K5,,,,Py0K5,Py0K5,Assistance Publique – Hôpitaux de Paris
FR,2019,https://openalex.org/I4210117005,Laboratoire des Sciences du Numérique de Nantes,02snf8m58,facility,451,rX21R,,,,rX21R,rX21R,Laboratoire des Sciences du Numérique de Nantes
FR,2020,https://openalex.org/I4210118524,Université Bourgogne Franche-Comté,02dn7x778,education,451,8A0mg,,,8A0mg,8A0mg,8A0mg,Université Bourgogne - Franche-Comté
FR,2023,https://openalex.org/I4210117005,Laboratoire des Sciences du Numérique de Nantes,02snf8m58,facility,450,rX21R,,,,rX21R,rX21R,Laboratoire des Sciences du Numérique de Nantes
FR,2018,https://openalex.org/I4210119061,Toulouse Institute of Computer Science Research,01rx4qw44,facility,442,vsGvv,,,,vsGvv,vsGvv,Toulouse Institute of Computer Science Research
FR,2023,https://openalex.org/I4210128565,CEA Saclay,03n15ch10,government,441,hg15O,,,,hg15O,hg15O,CEA Saclay
FR,2021,https://openalex.org/I2802759292,Franche-Comté Électronique Mécanique Thermique et Optique - Sciences et Technologies,004fmxv66,facility,438,LWY92,,,,LWY92,LWY92,Franche-Comté Électronique Mécanique Thermique et Optique - Sciences et Technologies
FR,2019,https://openalex.org/I4210091437,Sorbonne Paris Cité,001z21q04,other,438,uCPtX,,,,uCPtX,,Sorbonne Paris Cité
FR,2019,https://openalex.org/I4210166444,Institut de Recherche pour le Développement,05q3vnk25,government,432,Uan45,,,,Uan45,Uan45,Institut de recherche pour le développement
FR,2021,https://openalex.org/I97188460,Nantes Université,03gnr7b55,education,431,qUCQp,qUCQp,7hB8r,,7hB8r,qUCQp,Nantes Université
FR,2019,https://openalex.org/I4210119061,Toulouse Institute of Computer Science Research,01rx4qw44,facility,429,vsGvv,,,,vsGvv,vsGvv,Toulouse Institute of Computer Science Research
FR,2021,https://openalex.org/I4210119061,Toulouse Institute of Computer Science Research,01rx4qw44,facility,422,vsGvv,,,,vsGvv,vsGvv,Toulouse Institute of Computer Science Research
FR,2021,https://openalex.org/I29607241,École Normale Supérieure - PSL,05a0dhs15,other,422,8618D,,,PpsCQ,8618D,8618D,École normale supérieure PSL
FR,2018,https://openalex.org/I4210118524,Université Bourgogne Franche-Comté,02dn7x778,education,419,8A0mg,,,8A0mg,8A0mg,8A0mg,Université Bourgogne - Franche-Comté
FR,2022,https://openalex.org/I4210124956,Grenoble Images Parole Signal Automatique,02wrme198,facility,419,916dA,,,,916dA,916dA,Grenoble Images Parole Signal Automatique
FR,2021,https://openalex.org/I12356871,Télécom Paris,01naq7912,education,419,K6jgY,K6jgY,6Th4v,kYR50,6Th4v,6Th4v,Institut Mines-Télécom
FR,2021,https://openalex.org/I4210127572,IMT Atlantique,030hj3061,education,418,krqUz,,,,krqUz,krqUz,IMT Atlantique
FR,2018,https://openalex.org/I4210124956,Grenoble Images Parole Signal Automatique,02wrme198,facility,418,916dA,,,,916dA,916dA,Grenoble Images Parole Signal Automatique
FR,2020,https://openalex.org/I4210105918,Normandie Université,01k40cz91,education,415,G1r6y,,,G1r6y,G1r6y,G1r6y,Normandie Université
FR,2022,https://openalex.org/I4210150049,CEA LETI,04mf0wv34,government,414,Sk8s4,,,,Sk8s4,Sk8s4,CEA LETI
FR,2021,https://openalex.org/I7454413,École Centrale de Lille,01x441g73,education,414,54VTe,,,,54VTe,54VTe,Centrale Lille Institut
FR,2021,https://openalex.org/I4210124956,Grenoble Images Parole Signal Automatique,02wrme198,facility,407,916dA,,,,916dA,916dA,Grenoble Images Parole Signal Automatique
FR,2019,https://openalex.org/I4210127572,IMT Atlantique,030hj3061,education,406,krqUz,,,,krqUz,krqUz,IMT Atlantique
FR,2023,https://openalex.org/I100445878,École Centrale de Nantes,03nh7d505,education,406,gCAyK,,,qUCQp,gCAyK,gCAyK,Centrale Nantes
FR,2021,https://openalex.org/I142476485,École Polytechnique,05hy3tk52,education,403,DdW7n,,,kYR50,DdW7n,DdW7n,École polytechnique
FR,2021,https://openalex.org/I4210105918,Normandie Université,01k40cz91,education,398,G1r6y,,,G1r6y,G1r6y,G1r6y,Normandie Université
FR,2019,https://openalex.org/I161929037,Université de Bretagne Occidentale,01b8h3982,education,397,06SE7,,,A89E8,06SE7,06SE7,Université de Bretagne Occidentale
FR,2020,https://openalex.org/I4210097159,Assistance Publique – Hôpitaux de Paris,00pg5jh14,healthcare,395,Py0K5,,,,Py0K5,Py0K5,Assistance Publique – Hôpitaux de Paris
FR,2020,https://openalex.org/I4210124956,Grenoble Images Parole Signal Automatique,02wrme198,facility,393,916dA,,,,916dA,916dA,Grenoble Images Parole Signal Automatique
FR,2020,https://openalex.org/I198244214,University of Clermont Auvergne,01a8ajp46,education,393,K4lR3,,,K4lR3,K4lR3,K4lR3,Université Clermont Auvergne
FR,2018,https://openalex.org/I161929037,Université de Bretagne Occidentale,01b8h3982,education,392,06SE7,,,A89E8,06SE7,06SE7,Université de Bretagne Occidentale
FR,2020,https://openalex.org/I29607241,École Normale Supérieure - PSL,05a0dhs15,other,389,8618D,,,PpsCQ,8618D,8618D,École normale supérieure PSL
FR,2023,https://openalex.org/I2802759292,Franche-Comté Électronique Mécanique Thermique et Optique - Sciences et Technologies,004fmxv66,facility,388,LWY92,,,,LWY92,LWY92,Franche-Comté Électronique Mécanique Thermique et Optique - Sciences et Technologies
FR,2020,https://openalex.org/I62396329,University of Rouen,03nhjew95,education,388,G4572,,,G1r6y,G4572,G4572,Université de Rouen Normandie
FR,2019,https://openalex.org/I4210118524,Université Bourgogne Franche-Comté,02dn7x778,education,388,8A0mg,,,8A0mg,8A0mg,8A0mg,Université Bourgogne - Franche-Comté
FR,2018,https://openalex.org/I4210128565,CEA Saclay,03n15ch10,government,388,hg15O,,,,hg15O,hg15O,CEA Saclay
FR,2023,https://openalex.org/I4210127572,IMT Atlantique,030hj3061,education,387,krqUz,,,,krqUz,krqUz,IMT Atlantique
FR,2018,https://openalex.org/I4210166444,Institut de Recherche pour le Développement,05q3vnk25,government,387,Uan45,,,,Uan45,Uan45,Institut de recherche pour le développement
FR,2018,https://openalex.org/I2802519937,Institut de Recherche en Informatique et Systèmes Aléatoires,00myn0z94,education,387,hNsRC,,,,hNsRC,hNsRC,Institut de Recherche en Informatique et Systèmes Aléatoires
FR,2023,https://openalex.org/I4210119061,Toulouse Institute of Computer Science Research,01rx4qw44,facility,385,vsGvv,,,,vsGvv,vsGvv,Toulouse Institute of Computer Science Research
FR,2021,https://openalex.org/I198244214,University of Clermont Auvergne,01a8ajp46,education,383,K4lR3,,,K4lR3,K4lR3,K4lR3,Université Clermont Auvergne
FR,2023,https://openalex.org/I29607241,École Normale Supérieure - PSL,05a0dhs15,other,383,8618D,,,PpsCQ,8618D,8618D,École normale supérieure PSL
FR,2022,https://openalex.org/I142476485,École Polytechnique,05hy3tk52,education,383,DdW7n,,,kYR50,DdW7n,DdW7n,École polytechnique
FR,2019,https://openalex.org/I32881790,University of Poitiers,04xhy8q59,education,382,hlX1r,,,r1bRZ,hlX1r,hlX1r,Université de Poitiers
FR,2022,https://openalex.org/I4210119061,Toulouse Institute of Computer Science Research,01rx4qw44,facility,381,vsGvv,,,,vsGvv,vsGvv,Toulouse Institute of Computer Science Research
FR,2023,https://openalex.org/I4210124956,Grenoble Images Parole Signal Automatique,02wrme198,facility,380,916dA,,,,916dA,916dA,Grenoble Images Parole Signal Automatique
FR,2023,https://openalex.org/I177064439,University of Burgundy,03k1bsr36,education,380,Lr94O,,,8A0mg,Lr94O,Lr94O,Université de Bourgogne
FR,2023,https://openalex.org/I142476485,École Polytechnique,05hy3tk52,education,378,DdW7n,,,kYR50,DdW7n,DdW7n,École polytechnique
FR,2020,https://openalex.org/I161929037,Université de Bretagne Occidentale,01b8h3982,education,377,06SE7,,,A89E8,06SE7,06SE7,Université de Bretagne Occidentale
FR,2018,https://openalex.org/I201841394,Université Côte d'Azur,019tgvf94,education,377,s3t8T,s3t8T,7CYWd,s3t8T,7CYWd,s3t8T,Université Côte d'Azur
FR,2020,https://openalex.org/I4210119061,Toulouse Institute of Computer Science Research,01rx4qw44,facility,375,vsGvv,,,,vsGvv,vsGvv,Toulouse Institute of Computer Science Research
FR,2019,https://openalex.org/I48430043,Institut National des Sciences Appliquées de Lyon,050jn9y42,education,375,8k41p,,,iq0rG,8k41p,8k41p,Institut national des sciences appliquées de Lyon
FR,2019,https://openalex.org/I12356871,Télécom Paris,01naq7912,education,374,K6jgY,K6jgY,6Th4v,kYR50,6Th4v,6Th4v,Institut Mines-Télécom
FR,2019,https://openalex.org/I62396329,University of Rouen,03nhjew95,education,373,G4572,,,G1r6y,G4572,G4572,Université de Rouen Normandie
FR,2022,https://openalex.org/I4210105918,Normandie Université,01k40cz91,education,373,G1r6y,,,G1r6y,G1r6y,G1r6y,Normandie Université
FR,2019,https://openalex.org/I4210097159,Assistance Publique – Hôpitaux de Paris,00pg5jh14,healthcare,373,Py0K5,,,,Py0K5,Py0K5,Assistance Publique – Hôpitaux de Paris
FR,2022,https://openalex.org/I62396329,University of Rouen,03nhjew95,education,372,G4572,,,G1r6y,G4572,G4572,Université de Rouen Normandie
FR,2018,https://openalex.org/I190752583,ParisTech,05c2qg481,education,372,Flp7H,,,,Flp7H,,ParisTech
FR,2022,https://openalex.org/I4210127572,IMT Atlantique,030hj3061,education,369,krqUz,,,,krqUz,krqUz,IMT Atlantique
FR,2018,https://openalex.org/I97188460,Nantes Université,03gnr7b55,education,367,qUCQp,qUCQp,7hB8r,,7hB8r,qUCQp,Nantes Université
FR,2023,https://openalex.org/I190861549,Arts et Metiers Institute of Technology,018pp1107,education,366,jYUcF,,,,jYUcF,jYUcF,Arts et Métiers Sciences et Technologies
FR,2022,https://openalex.org/I100445878,École Centrale de Nantes,03nh7d505,education,364,gCAyK,,,qUCQp,gCAyK,gCAyK,Centrale Nantes
FR,2020,https://openalex.org/I190497903,Laboratory for Analysis and Architecture of Systems,03vcm6439,facility,363,66iey,,,,66iey,66iey,Laboratory for Analysis and Architecture of Systems
FR,2020,https://openalex.org/I142476485,École Polytechnique,05hy3tk52,education,362,DdW7n,,,kYR50,DdW7n,DdW7n,École polytechnique
FR,2020,https://openalex.org/I190861549,Arts et Metiers Institute of Technology,018pp1107,education,362,jYUcF,,,,jYUcF,jYUcF,Arts et Métiers Sciences et Technologies
FR,2021,https://openalex.org/I70348806,Polytechnic University of Hauts-de-France,02ezch769,education,362,EW53M,,,EW53M,EW53M,EW53M,Université Polytechnique Hauts-de-France
FR,2018,https://openalex.org/I4210152422,Université Toulouse - Jean Jaurès,04ezk3x31,education,360,HqAYu,,,4a8B2,HqAYu,HqAYu,Université Toulouse - Jean Jaurès
FR,2019,https://openalex.org/I4210128565,CEA Saclay,03n15ch10,government,359,hg15O,,,,hg15O,hg15O,CEA Saclay
FR,2020,https://openalex.org/I7454413,École Centrale de Lille,01x441g73,education,358,54VTe,,,,54VTe,54VTe,Centrale Lille Institut
FR,2019,https://openalex.org/I97188460,Nantes Université,03gnr7b55,education,355,qUCQp,qUCQp,7hB8r,,7hB8r,qUCQp,Nantes Université
FR,2019,https://openalex.org/I198244214,University of Clermont Auvergne,01a8ajp46,education,355,K4lR3,K4lR3,FvH4k,,FvH4k,K4lR3,Université Clermont Auvergne
FR,2018,https://openalex.org/I4210097159,Assistance Publique – Hôpitaux de Paris,00pg5jh14,healthcare,354,Py0K5,,,,Py0K5,Py0K5,Assistance Publique – Hôpitaux de Paris
FR,2022,https://openalex.org/I32881790,University of Poitiers,04xhy8q59,education,350,hlX1r,,,r1bRZ,hlX1r,hlX1r,Université de Poitiers
FR,2023,https://openalex.org/I4210105918,Normandie Université,01k40cz91,education,349,G1r6y,,,G1r6y,G1r6y,G1r6y,Normandie Université
FR,2019,https://openalex.org/I29607241,École Normale Supérieure - PSL,05a0dhs15,other,349,8618D,,,PpsCQ,8618D,8618D,École normale supérieure PSL
FR,2021,https://openalex.org/I62396329,University of Rouen,03nhjew95,education,346,G4572,,,G1r6y,G4572,G4572,Université de Rouen Normandie
FR,2021,https://openalex.org/I32881790,University of Poitiers,04xhy8q59,education,345,hlX1r,,,r1bRZ,hlX1r,hlX1r,Université de Poitiers
FR,2018,https://openalex.org/I190497903,Laboratory for Analysis and Architecture of Systems,03vcm6439,facility,343,66iey,,,,66iey,66iey,Laboratory for Analysis and Architecture of Systems
FR,2019,https://openalex.org/I190497903,Laboratory for Analysis and Architecture of Systems,03vcm6439,facility,341,66iey,,,,66iey,66iey,Laboratory for Analysis and Architecture of Systems
FR,2019,https://openalex.org/I142476485,École Polytechnique,05hy3tk52,education,340,DdW7n,,,kYR50,DdW7n,DdW7n,École polytechnique
FR,2018,https://openalex.org/I142476485,École Polytechnique,05hy3tk52,education,340,DdW7n,,,kYR50,DdW7n,DdW7n,École polytechnique
FR,2022,https://openalex.org/I190497903,Laboratory for Analysis and Architecture of Systems,03vcm6439,facility,339,66iey,,,,66iey,66iey,Laboratory for Analysis and Architecture of Systems
FR,2020,https://openalex.org/I48430043,Institut National des Sciences Appliquées de Lyon,050jn9y42,education,336,8k41p,,,iq0rG,8k41p,8k41p,Institut national des sciences appliquées de Lyon
FR,2022,https://openalex.org/I190861549,Arts et Metiers Institute of Technology,018pp1107,education,335,jYUcF,,,,jYUcF,jYUcF,Arts et Métiers Sciences et Technologies
FR,2021,https://openalex.org/I190861549,Arts et Metiers Institute of Technology,018pp1107,education,335,jYUcF,,,,jYUcF,jYUcF,Arts et Métiers Sciences et Technologies
FR,2018,https://openalex.org/I3131550300,Toulouse 1 Capitole University,0443n9e75,education,335,542Id,,,4a8B2,542Id,gap5Q,Université Toulouse Capitole
FR,2020,https://openalex.org/I12356871,Télécom Paris,01naq7912,education,335,K6jgY,K6jgY,6Th4v,kYR50,6Th4v,6Th4v,Institut Mines-Télécom
FR,2021,https://openalex.org/I4210101743,"Montpellier Laboratory of Informatics, Robotics and Microelectronics",013yean28,facility,334,ZW8Us,,,,ZW8Us,ZW8Us,"Montpellier Laboratory of Informatics, Robotics and Microelectronics"
FR,2022,https://openalex.org/I4210123702,Laboratoire des Sciences et Techniques de l’Information de la Communication et de la Connaissance,0266kfd37,facility,334,zy93j,,,,zy93j,zy93j,Laboratoire des Sciences et Techniques de l’Information de la Communication et de la Connaissance
